Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
SNPconfirmed|RGI|Strict|tetM,TreatmentCONV...TreatmentRWA,0.444025091406715,-1.84052136140453,2.72857154421796,11.7190477493403,0.396685471299504,0.694365083783062,0.712883129306948,-8.55832385025562
SNPconfirmed|RGI|Strict|tetS,TreatmentCONV...TreatmentRWA,-0.0771023313930392,-2.56370491510703,2.40950025232095,9.96863797204715,-0.0635657051448845,0.949775603308121,0.949775603308121,-8.58382910137086
Tet|tetM_7_FN433596|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,TreatmentCONV...TreatmentRWA,-0.932477933957136,-2.50875901276762,0.64380314485335,7.59894991330347,-1.24062127497731,0.230282244603135,0.261263992371027,-7.60526202420976
Tet|tetM_1_X92947|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,TreatmentCONV...TreatmentRWA,-0.193882930961825,-1.29276513967928,0.904999277755632,7.55686747386356,-0.370018430150814,0.71557988358963,0.732432308384313,-8.32755726179085
Tet|tetM_13_AM990992|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,TreatmentCONV...TreatmentRWA,-0.0497758717010139,-1.28549559482911,1.18594385142709,7.53860690195947,-0.0844760913001871,0.933587324233234,0.935242620907406,-8.39566166887562
Tet|tetM_6_M21136|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,TreatmentCONV...TreatmentRWA,-0.917427268110456,-2.37706507323853,0.542210537017616,7.26340650998086,-1.32342513621501,0.202762680785407,0.232375080413296,-7.48436713886962
Tet|TetS|L09756|447-2372|1926|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,TreatmentCONV...TreatmentRWA,1.30398273550953,-1.20355756044997,3.81152303146903,6.32581024017883,1.09360757190637,0.288742051694397,0.316161355052973,-7.77251964637242
Tet|tetS_3_X92946|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,TreatmentCONV...TreatmentRWA,0.675653166903034,-0.756059341311744,2.10736567511781,6.29778434700876,0.998126978965533,0.332660475251265,0.360086950609686,-7.83308246478115
SNPconfirmed|RGI|Strict|tet(C),TreatmentCONV...TreatmentRWA,-1.01307196195118,-1.97090296330113,-0.0552409606012307,6.25966992688645,-2.1649636449969,0.0389212922417091,0.0532458356333309,-6.36225096146612
SNPconfirmed|RGI|Strict|tet(H),TreatmentCONV...TreatmentRWA,6.49107192263281,3.07731813976489,9.90482570550073,6.06199654824799,3.9398168597313,0.000682030749628678,0.00123508773570578,-2.3235231444603
Tet|tetS_1_DQ377340|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,TreatmentCONV...TreatmentRWA,0.985366412158024,-0.53546265718825,2.5061954815043,5.63041151167909,1.38505248047476,0.186960032126758,0.215576363574731,-7.32481105793427
